2345,1492882310
2345,1492882309
2345,1492882308
2345,1492882307
2345,1492882306
2343,1492882304
2337,1492882301
2337,1492882300
2337,1492882299
2337,1492882298
2337,1492882297
2337,1492882296
2337,1492882295
2331,1492882292
2331,1492882291
2331,1492882290
2329,1492882288
2329,1492882287
2329,1492882286
2329,1492882285
2329,1492882284
2327,1492882282
2325,1492882280
2325,1492882279
2325,1492882278
2323,1492882276
2321,1492882274
2321,1492882273
2321,1492882272
2321,1492882271
2315,1492882268
2315,1492882267
2315,1492882266
2315,1492882265
2315,1492882264
2315,1492882263
2315,1492882262
2315,1492882261
2313,1492882259
2313,1492882258
2313,1492882257
2313,1492882256
2313,1492882255
2307,1492882251
2305,1492882249
2305,1492882248
2305,1492882247
2303,1492882245
2303,1492882244
2303,1492882243
2303,1492882242
2303,1492882241
2303,1492882240
2303,1492882239
2303,1492882238
2303,1492882237
2303,1492882236
2303,1492882235
2301,1492882233
2295,1492882229
2295,1492882228
2291,1492882226
2291,1492882225
2291,1492882224
2291,1492882223
2291,1492882222
2281,1492882216
2277,1492882214
2277,1492882213
2277,1492882212
2277,1492882211
2269,1492882207
2269,1492882206
2269,1492882205
2269,1492882204
2269,1492882203
2269,1492882202
2269,1492882201
2267,1492882199
2261,1492882196
2261,1492882195
2261,1492882194
2261,1492882193
2261,1492882192
2261,1492882191
2255,1492882188
2255,1492882187
2255,1492882186
2255,1492882185
2255,1492882184
2255,1492882183
2255,1492882182
2255,1492882181
2255,1492882180
2255,1492882179
2245,1492882175
2245,1492882174
2245,1492882173
2243,1492882171
2243,1492882170
2243,1492882169
2243,1492882168
2243,1492882167
2243,1492882166
2243,1492882165
2241,1492882163
2241,1492882162
2237,1492882160
2233,1492882158
2231,1492882156
2229,1492882154
2225,1492882151
2225,1492882150
2221,1492882148
2215,1492882145
2215,1492882144
2215,1492882143
2207,1492882138
2207,1492882137
2207,1492882136
2207,1492882135
2207,1492882134
2207,1492882133
2207,1492882132
2203,1492882129
2199,1492882126
2199,1492882125
2199,1492882124
2197,1492882122
2197,1492882121
2197,1492882120
2197,1492882119
2195,1492882117
2195,1492882116
2195,1492882115
2195,1492882114
2193,1492882112
2193,1492882111
2193,1492882110
2193,1492882109
2193,1492882108
2193,1492882107
2189,1492882105
2187,1492882103
2185,1492882101
2183,1492882099
2183,1492882098
2183,1492882097
2183,1492882096
2183,1492882095
2183,1492882094
2179,1492882091
2179,1492882090
2179,1492882089
2179,1492882088
2179,1492882087
2179,1492882086
2179,1492882085
2179,1492882084
2179,1492882083
2179,1492882082
2179,1492882081
2179,1492882080
2179,1492882079
2179,1492882078
2175,1492882076
2175,1492882075
2175,1492882074
2173,1492882072
2171,1492882070
2167,1492882068
2167,1492882067
2161,1492882063
2161,1492882062
2157,1492882060
2157,1492882059
2157,1492882058
2147,1492882054
2147,1492882053
2147,1492882052
2147,1492882051
2147,1492882050
2147,1492882049
2147,1492882048
2147,1492882047
2147,1492882046
2147,1492882045
2139,1492882041
2137,1492882039
2137,1492882038
2137,1492882037
2137,1492882036
2135,1492882034
2135,1492882033
2135,1492882032
2129,1492882029
2129,1492882028
2129,1492882027
2129,1492882026
2129,1492882025
2129,1492882024
2129,1492882023
2129,1492882022
2129,1492882021
2129,1492882020
2129,1492882019
2125,1492882016
2125,1492882015
2125,1492882014
2125,1492882013
2125,1492882012
2125,1492882011
2121,1492882009
2119,1492882007
2119,1492882006
2119,1492882005
2119,1492882004
2115,1492882001
2113,1492881999
2105,1492881995
2103,1492881993
2101,1492881991
2101,1492881990
2101,1492881989
2101,1492881988
2097,1492881986
2093,1492881984
2093,1492881983
2093,1492881982
2091,1492881980
2091,1492881979
2087,1492881976
2087,1492881975
2083,1492881973
2079,1492881970
2079,1492881969
2079,1492881968
2075,1492881965
2075,1492881964
2069,1492881961
2069,1492881960
2069,1492881959
2069,1492881958
2069,1492881957
2069,1492881956
2069,1492881955
2069,1492881954
2065,1492881951
2065,1492881950
2065,1492881949
2063,1492881947
2059,1492881945
2059,1492881944
2059,1492881943
2059,1492881942
2059,1492881941
2059,1492881940
2059,1492881939
2059,1492881938
2059,1492881937
2057,1492881935
2057,1492881934
2057,1492881933
2057,1492881932
2049,1492881929
2049,1492881928
2049,1492881927
2047,1492881925
2047,1492881924
2047,1492881923
2045,1492881921
2043,1492881919
2039,1492881917
2037,1492881915
2037,1492881914
2035,1492881912
2035,1492881911
2031,1492881909
2031,1492881908
2031,1492881907
2031,1492881906
2031,1492881905
2031,1492881904
2031,1492881903
2031,1492881902
2031,1492881901
2027,1492881899
2027,1492881898
2027,1492881897
