awake,7,1492882310
awake,7,1492882309
awake,7,1492882308
awake,7,1492882307
awake,7,1492882306
awake,7,1492882305
awake,7,1492882304
awake,7,1492882303
awake,7,1492882302
awake,7,1492882301
awake,7,1492882300
awake,7,1492882299
awake,7,1492882298
awake,7,1492882297
awake,7,1492882296
awake,7,1492882295
awake,7,1492882294
awake,7,1492882293
awake,7,1492882292
awake,7,1492882291
awake,7,1492882290
awake,7,1492882289
awake,7,1492882288
awake,7,1492882287
awake,7,1492882286
awake,7,1492882285
awake,7,1492882284
awake,7,1492882283
awake,7,1492882282
awake,7,1492882281
awake,7,1492882280
awake,7,1492882279
awake,7,1492882278
awake,7,1492882277
awake,7,1492882276
awake,7,1492882275
awake,7,1492882274
awake,7,1492882273
awake,7,1492882272
awake,7,1492882271
awake,7,1492882270
awake,7,1492882269
awake,7,1492882268
awake,7,1492882267
awake,7,1492882266
awake,7,1492882265
awake,7,1492882264
awake,7,1492882263
awake,7,1492882262
awake,7,1492882261
awake,7,1492882260
awake,7,1492882259
awake,7,1492882258
awake,7,1492882257
awake,7,1492882256
awake,7,1492882255
awake,7,1492882254
awake,7,1492882253
awake,7,1492882252
awake,7,1492882251
awake,7,1492882250
awake,7,1492882249
awake,7,1492882248
awake,7,1492882247
awake,7,1492882246
awake,7,1492882245
awake,7,1492882244
awake,7,1492882243
awake,7,1492882242
awake,7,1492882241
awake,7,1492882240
awake,7,1492882239
awake,7,1492882238
awake,7,1492882237
awake,7,1492882236
awake,7,1492882235
awake,7,1492882234
awake,7,1492882233
awake,7,1492882232
awake,7,1492882231
awake,7,1492882230
awake,7,1492882229
awake,7,1492882228
awake,7,1492882227
awake,7,1492882226
awake,7,1492882225
awake,7,1492882224
awake,7,1492882223
awake,7,1492882222
awake,7,1492882221
awake,7,1492882220
awake,7,1492882219
awake,7,1492882218
awake,7,1492882217
awake,7,1492882216
awake,7,1492882215
awake,7,1492882214
awake,7,1492882213
awake,7,1492882212
awake,7,1492882211
awake,7,1492882210
awake,7,1492882209
awake,7,1492882208
awake,7,1492882207
awake,7,1492882206
awake,7,1492882205
awake,7,1492882204
awake,7,1492882203
awake,7,1492882202
awake,7,1492882201
awake,7,1492882200
awake,7,1492882199
awake,7,1492882198
awake,7,1492882197
awake,7,1492882196
awake,7,1492882195
awake,7,1492882194
awake,7,1492882193
awake,7,1492882192
awake,7,1492882191
awake,7,1492882190
awake,7,1492882189
awake,7,1492882188
awake,7,1492882187
awake,7,1492882186
awake,7,1492882185
awake,7,1492882184
awake,7,1492882183
awake,7,1492882182
awake,7,1492882181
awake,7,1492882180
awake,7,1492882179
awake,7,1492882178
awake,7,1492882177
awake,7,1492882176
awake,7,1492882175
awake,7,1492882174
awake,7,1492882173
awake,7,1492882172
awake,7,1492882171
awake,7,1492882170
awake,7,1492882169
awake,7,1492882168
awake,7,1492882167
awake,7,1492882166
awake,7,1492882165
awake,7,1492882164
awake,7,1492882163
awake,7,1492882162
awake,7,1492882161
awake,7,1492882160
awake,7,1492882159
awake,7,1492882158
awake,7,1492882157
awake,7,1492882156
awake,7,1492882155
awake,7,1492882154
awake,7,1492882153
awake,7,1492882152
awake,7,1492882151
awake,7,1492882150
awake,7,1492882149
awake,7,1492882148
awake,7,1492882147
awake,7,1492882146
awake,7,1492882145
awake,7,1492882144
awake,7,1492882143
awake,7,1492882142
awake,7,1492882141
awake,7,1492882140
awake,7,1492882139
awake,7,1492882138
awake,7,1492882137
awake,7,1492882136
awake,7,1492882135
awake,7,1492882134
awake,7,1492882133
awake,7,1492882132
awake,7,1492882131
awake,7,1492882130
awake,7,1492882129
awake,7,1492882128
awake,7,1492882127
awake,7,1492882126
awake,7,1492882125
awake,7,1492882124
awake,7,1492882123
awake,7,1492882122
awake,7,1492882121
awake,7,1492882120
awake,7,1492882119
awake,7,1492882118
awake,7,1492882117
awake,7,1492882116
awake,7,1492882115
awake,7,1492882114
awake,7,1492882113
awake,7,1492882112
awake,7,1492882111
awake,7,1492882110
awake,7,1492882109
awake,7,1492882108
awake,7,1492882107
awake,7,1492882106
awake,7,1492882105
awake,7,1492882104
awake,7,1492882103
awake,7,1492882102
awake,7,1492882101
awake,7,1492882100
awake,7,1492882099
awake,7,1492882098
awake,7,1492882097
awake,7,1492882096
awake,7,1492882095
awake,7,1492882094
awake,7,1492882093
awake,7,1492882092
awake,7,1492882091
awake,7,1492882090
awake,7,1492882089
awake,7,1492882088
awake,7,1492882087
awake,7,1492882086
awake,7,1492882085
awake,7,1492882084
awake,7,1492882083
awake,7,1492882082
awake,7,1492882081
awake,7,1492882080
awake,7,1492882079
awake,7,1492882078
awake,7,1492882077
asleep,6,1492882076
asleep,6,1492882075
asleep,6,1492882074
asleep,6,1492882073
asleep,6,1492882072
asleep,6,1492882071
asleep,6,1492882070
asleep,6,1492882069
asleep,6,1492882068
asleep,6,1492882067
asleep,6,1492882066
asleep,6,1492882065
asleep,6,1492882064
asleep,6,1492882063
asleep,6,1492882062
asleep,6,1492882061
asleep,6,1492882060
asleep,6,1492882059
asleep,6,1492882058
asleep,6,1492882057
asleep,6,1492882056
asleep,6,1492882055
asleep,6,1492882054
asleep,6,1492882053
asleep,6,1492882052
asleep,6,1492882051
asleep,6,1492882050
asleep,6,1492882049
asleep,6,1492882048
asleep,6,1492882047
asleep,6,1492882046
asleep,6,1492882045
asleep,6,1492882044
asleep,6,1492882043
asleep,6,1492882042
asleep,6,1492882041
asleep,6,1492882040
asleep,6,1492882039
asleep,6,1492882038
asleep,6,1492882037
asleep,6,1492882036
asleep,6,1492882035
asleep,6,1492882034
asleep,6,1492882033
asleep,6,1492882032
asleep,6,1492882031
asleep,6,1492882030
asleep,6,1492882029
asleep,6,1492882028
asleep,6,1492882027
asleep,6,1492882026
asleep,6,1492882025
asleep,6,1492882024
asleep,6,1492882023
asleep,6,1492882022
asleep,6,1492882021
asleep,6,1492882020
asleep,6,1492882019
asleep,6,1492882018
asleep,6,1492882017
asleep,6,1492882016
asleep,6,1492882015
asleep,6,1492882014
asleep,6,1492882013
asleep,6,1492882012
asleep,6,1492882011
asleep,6,1492882010
asleep,6,1492882009
asleep,6,1492882008
asleep,6,1492882007
asleep,6,1492882006
asleep,6,1492882005
asleep,6,1492882004
asleep,6,1492882003
asleep,6,1492882002
asleep,6,1492882001
asleep,6,1492882000
asleep,6,1492881999
asleep,6,1492881998
asleep,6,1492881997
asleep,6,1492881996
asleep,6,1492881995
asleep,6,1492881994
asleep,6,1492881993
asleep,6,1492881992
asleep,6,1492881991
awake,5,1492881990
awake,5,1492881989
awake,5,1492881988
awake,5,1492881987
awake,5,1492881986
awake,5,1492881985
awake,5,1492881984
awake,5,1492881983
awake,5,1492881982
awake,5,1492881981
awake,5,1492881980
awake,5,1492881979
awake,5,1492881978
awake,5,1492881977
awake,5,1492881976
awake,5,1492881975
awake,5,1492881974
awake,5,1492881973
awake,5,1492881972
awake,5,1492881971
awake,5,1492881970
awake,5,1492881969
awake,5,1492881968
awake,5,1492881967
awake,5,1492881966
awake,5,1492881965
awake,5,1492881964
awake,5,1492881963
awake,5,1492881962
awake,5,1492881961
awake,5,1492881960
awake,5,1492881959
awake,5,1492881958
awake,5,1492881957
awake,5,1492881956
awake,5,1492881955
awake,5,1492881954
awake,5,1492881953
awake,5,1492881952
awake,5,1492881951
awake,5,1492881950
awake,5,1492881949
awake,5,1492881948
awake,5,1492881947
awake,5,1492881946
awake,5,1492881945
awake,5,1492881944
awake,5,1492881943
awake,5,1492881942
awake,5,1492881941
awake,5,1492881940
awake,5,1492881939
awake,5,1492881938
awake,5,1492881937
awake,5,1492881936
awake,5,1492881935
awake,5,1492881934
awake,5,1492881933
awake,5,1492881932
awake,5,1492881931
awake,5,1492881930
awake,5,1492881929
awake,5,1492881928
awake,5,1492881927
awake,5,1492881926
awake,5,1492881925
awake,5,1492881924
awake,5,1492881923
awake,5,1492881922
awake,5,1492881921
awake,5,1492881920
awake,5,1492881919
awake,5,1492881918
awake,5,1492881917
awake,5,1492881916
asleep,4,1492881915
asleep,4,1492881914
asleep,4,1492881913
asleep,4,1492881912
asleep,4,1492881911
asleep,4,1492881910
asleep,4,1492881909
asleep,4,1492881908
asleep,4,1492881907
asleep,4,1492881906
asleep,4,1492881905
asleep,4,1492881904
asleep,4,1492881903
asleep,4,1492881902
asleep,4,1492881901
asleep,4,1492881900
asleep,4,1492881899
asleep,4,1492881898
asleep,4,1492881897
asleep,4,1492881896
asleep,4,1492881895
asleep,4,1492881894
asleep,4,1492881893
asleep,4,1492881892
asleep,4,1492881891
asleep,4,1492881890
asleep,4,1492881889
asleep,4,1492881888
asleep,4,1492881887
asleep,4,1492881886
asleep,4,1492881885
asleep,4,1492881884
asleep,4,1492881883
asleep,4,1492881882
asleep,4,1492881881
asleep,4,1492881880
asleep,4,1492881879
asleep,4,1492881878
asleep,4,1492881877
asleep,4,1492881876
asleep,4,1492881875
asleep,4,1492881874
asleep,4,1492881873
asleep,4,1492881872
asleep,4,1492881871
asleep,4,1492881870
asleep,4,1492881869
asleep,4,1492881868
asleep,4,1492881867
asleep,4,1492881866
asleep,4,1492881865
asleep,4,1492881864
asleep,4,1492881863
asleep,4,1492881862
asleep,4,1492881861
asleep,4,1492881860
asleep,4,1492881859
asleep,4,1492881858
asleep,4,1492881857
asleep,4,1492881856
asleep,4,1492881855
asleep,4,1492881854
asleep,4,1492881853
asleep,4,1492881852
asleep,4,1492881851
asleep,4,1492881850
asleep,4,1492881849
asleep,4,1492881848
asleep,4,1492881847
asleep,4,1492881846
asleep,4,1492881845
asleep,4,1492881844
asleep,4,1492881843
asleep,4,1492881842
asleep,4,1492881841
asleep,4,1492881840
asleep,4,1492881839
asleep,4,1492881838
asleep,4,1492881837
asleep,4,1492881836
asleep,4,1492881835
asleep,4,1492881834
asleep,4,1492881833
asleep,4,1492881832
asleep,4,1492881831
asleep,4,1492881830
asleep,4,1492881829
asleep,4,1492881828
asleep,4,1492881827
asleep,4,1492881826
asleep,4,1492881825
asleep,4,1492881824
asleep,4,1492881823
asleep,4,1492881822
asleep,4,1492881821
asleep,4,1492881820
asleep,4,1492881819
asleep,4,1492881818
asleep,4,1492881817
asleep,4,1492881816
asleep,4,1492881815
asleep,4,1492881814
asleep,4,1492881813
asleep,4,1492881812
asleep,4,1492881811
asleep,4,1492881810
awake,3,1492881809
awake,3,1492881808
awake,3,1492881807
awake,3,1492881806
awake,3,1492881805
awake,3,1492881804
awake,3,1492881803
awake,3,1492881802
awake,3,1492881801
asleep,2,1492881800
asleep,2,1492881799
asleep,2,1492881798
asleep,2,1492881797
asleep,2,1492881796
asleep,2,1492881795
asleep,2,1492881794
asleep,2,1492881793
asleep,2,1492881792
asleep,2,1492881791
asleep,2,1492881790
asleep,2,1492881789
asleep,2,1492881788
asleep,2,1492881787
asleep,2,1492881786
asleep,2,1492881785
asleep,2,1492881784
asleep,2,1492881783
asleep,2,1492881782
asleep,2,1492881781
asleep,2,1492881780
asleep,2,1492881779
asleep,2,1492881778
asleep,2,1492881777
asleep,2,1492881776
asleep,2,1492881775
asleep,2,1492881774
asleep,2,1492881773
asleep,2,1492881772
asleep,2,1492881771
asleep,2,1492881770
asleep,2,1492881769
asleep,2,1492881768
asleep,2,1492881767
asleep,2,1492881766
asleep,2,1492881765
asleep,2,1492881764
asleep,2,1492881763
asleep,2,1492881762
asleep,2,1492881761
asleep,2,1492881760
asleep,2,1492881759
asleep,2,1492881758
asleep,2,1492881757
asleep,2,1492881756
asleep,2,1492881755
asleep,2,1492881754
asleep,2,1492881753
asleep,2,1492881752
asleep,2,1492881751
asleep,2,1492881750
asleep,2,1492881749
asleep,2,1492881748
asleep,2,1492881747
asleep,2,1492881746
asleep,2,1492881745
asleep,2,1492881744
asleep,2,1492881743
asleep,2,1492881742
asleep,2,1492881741
asleep,2,1492881740
asleep,2,1492881739
asleep,2,1492881738
asleep,2,1492881737
asleep,2,1492881736
asleep,2,1492881735
asleep,2,1492881734
asleep,2,1492881733
asleep,2,1492881732
asleep,2,1492881731
asleep,2,1492881730
asleep,2,1492881729
asleep,2,1492881728
asleep,2,1492881727
asleep,2,1492881726
asleep,2,1492881725
asleep,2,1492881724
asleep,2,1492881723
asleep,2,1492881722
asleep,2,1492881721
asleep,2,1492881720
asleep,2,1492881719
asleep,2,1492881718
asleep,2,1492881717
asleep,2,1492881716
asleep,2,1492881715
asleep,2,1492881714
asleep,2,1492881713
asleep,2,1492881712
asleep,2,1492881711
asleep,2,1492881710
asleep,2,1492881709
asleep,2,1492881708
