1488549906,0.5265,0,16446,66,73,,,,,,
1488549907,0.5265,0,16446,66,73,,,,,,
1488549908,0.53,0,16446,66,73,,,,,,
1488549909,0.531,0,16446,66,73,,,,,,
1488549910,0.532,0,16446,66,73,,,,,,
1488549911,0.536,0,16446,66,73,,,,,,
1488549912,0.531,0,16446,66,73,,,,,,
1488549913,0.5275,0,16446,66,73,,,,,,
1488549914,0.528,0,16446,66,73,,,,,,
1488549915,0.53,0,16446,66,73,,,,,,
1488549916,0.5355,0,16446,66,73,,,,,,
1488549917,0.534,0,16446,66,73,,,,,,
1488549918,0.528,0,16446,66,73,,,,,,
1488549919,0.532,0,16446,66,73,,,,,,
1488549920,0.5455,0,16446,66,73,,,,,,
1488549921,0.531,0,16446,66,73,,,,,,
1488549922,0.5305,0,16446,66,73,,,,,,
1488549923,0.29,0,16446,66,73,,,,,,
1488549924,0.3025,0,16446,66,73,,,,,,
1488549925,0.306,0,16446,66,73,,,,,,
1488549926,0.31,0,16446,66,73,,,,,,
1488549927,0.3245,0,16446,66,73,,,,,,
1488549928,0.32,0,16446,66,73,,,,,,
1488549929,0.3365,0,16446,66,73,,,,,,
1488549930,0.336,0,16446,66,73,,,,,,
1488549931,0.325,0,16446,66,73,,,,,,
1488549932,0.3365,0,16446,66,73,,,,,,
1488549933,0.3335,0,16446,66,73,,,,,,
1488549934,0.337,0,16446,66,73,,,,,,
1488549935,0.334,0,16446,66,73,,,,,,
1488549936,0.3355,0,16446,66,73,,,,,,
1488549937,0.3335,0,16446,66,73,,,,,,
1488549938,0.322,0,16446,66,73,,,,,,
1488549939,0.333,0,16446,66,73,,,,,,
1488549940,0.323,0,16446,66,73,,,,,,
1488549941,0.332,0,16446,66,73,,,,,,
1488549942,0.334,0,16446,66,73,,,,,,
1488549943,0.32,0,16446,66,73,,,,,,
1488549944,0.3335,0,16446,66,73,,,,,,
1488549945,0.325,0,16446,66,73,,,,,,
1488549946,0.3425,0,16446,66,73,,,,,,
1488549947,0.3325,0,16446,66,73,,,,,,
1488549948,0.3305,0,16446,66,73,,,,,,
1488549949,0.3425,0,16446,66,73,,,,,,
1488549950,0.332,0,16446,66,73,,,,,,
1488549951,0.331,0,16446,66,73,,,,,,
1488549952,0.327,0,16446,66,73,,,,,,
1488549953,0.3265,0,16446,66,73,,,,,,
1488549954,0.342,0,16446,66,73,,,,,,
1488549955,0.3285,0,16446,66,73,,,,,,
1488549956,0.33,0,16446,66,73,,,,,,
1488549957,0.327,0,16446,66,73,,,,,,
1488549958,0.3275,0,16446,66,73,,,,,,
1488549959,0.3275,0,16446,66,73,,,,,,
1488549960,0.326,0,16446,66,73,,,,,,
1488549961,0.328,0,16446,66,73,,,,,,
1488549962,0.3295,0,16446,66,73,,,,,,
1488549963,0.3305,0,16446,66,73,,,,,,
1488549964,0.326,0,16446,66,73,,,,,,
1488549965,0.3285,0,16446,66,73,,,,,,
1488549966,0.3315,0,16446,66,73,,,,,,
1488549967,0.331,0,16446,66,73,,,,,,
1488549968,0.33,0,16446,66,73,,,,,,
1488549969,0.332,0,16446,66,73,,,,,,
1488549970,0.331,0,16446,66,73,,,,,,
1488549971,0.3305,0,16446,66,73,,,,,,
1488549972,0.3305,0,16446,66,73,,,,,,
1488549973,0.32,0,16446,66,73,,,,,,
1488549974,0.3305,0,16446,66,73,,,,,,
1488549975,0.331,0,16446,66,73,,,,,,
1488549976,0.321,0,16446,66,73,,,,,,
1488549977,0.331,0,16446,66,73,,,,,,
1488549978,0.332,0,16446,66,73,,,,,,
1488549979,0.318,0,16446,66,73,,,,,,
1488549980,0.328,0,16446,66,73,,,,,,
1488549981,0.3295,0,16446,66,73,,,,,,
1488549982,0.3305,0,16446,66,73,,,,,,
1488549983,0.33,0,16446,66,73,,,,,,
1488549984,0.3305,0,16446,66,73,,,,,,
1488549985,0.3175,0,16446,66,73,,,,,,
1488549986,0.3295,0,16446,66,73,,,,,,
